Season,season_id,Team,team_id,player_id,Player,stats_url,2B,3B,BB,CG,ER,ERA,G,GS,H,IP,L,R,SO,SV,W
ALPB - 2011,540,Somerset Patriots,3604,146618,"Oxspring, C",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,14,2,30,2,49,4.17,18,18,114,105.2,9,52,104,0,5
ALPB - 2011,540,Somerset Patriots,3604,191952,"Magrane, J",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,7,1,24,1,25,4.19,9,9,52,53.2,3,27,35,0,3
ALPB - 2011,540,Somerset Patriots,3604,141709,"McCall, D",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,19,0,31,0,49,4.42,18,17,103,99.2,8,55,42,0,5
ALPB - 2011,540,Somerset Patriots,3604,128981,"Ungs, N",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,21,1,31,0,61,5.45,20,19,112,100.2,7,67,51,0,4
ALPB - 2011,540,Somerset Patriots,3604,46147,"Cahill, C",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,13,2,25,0,36,5.46,45,0,69,59.1,2,38,24,0,2
ALPB - 2011,540,Somerset Patriots,3604,132058,"Reese, K",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,24,2,23,1,56,5.83,30,9,105,86.1,3,60,36,0,3
ALPB - 2011,540,Somerset Patriots,3604,128979,"x Honel, K",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,2,0,17,0,12,6.23,4,4,14,17.1,1,12,10,0,0
ALPB - 2011,540,Somerset Patriots,3604,156147,"x Cate, T",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,1,0,5,0,8,6.54,3,3,12,11.0,2,8,7,0,0
ALPB - 2011,540,Somerset Patriots,3604,380851,"Massingham, E",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,2,0,3,0,3,8.10,5,0,10,3.1,0,3,2,0,0
ALPB - 2011,540,Somerset Patriots,3604,191274,"Villone, R",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,3,1,15,0,20,12.00,18,0,22,15.0,4,21,14,0,0
ALPB - 2011,540,Somerset Patriots,3604,128977,"x Bush, P",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,1,1,3,0,8,13.50,5,0,9,5.1,2,8,3,0,0
ALPB - 2011,540,Somerset Patriots,3604,78735,"x Williamson, S",https://baseball.pointstreak.com/team_stats.html?teamid=3604&seasonid=540&view=pitching,4,0,16,0,15,14.46,11,0,14,9.1,1,16,2,2,0
ALPB - 2011,540,York Revolution,3614,250699,"x Guzman, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,1,0,0,0,0,0.00,1,0,1,0.0,0,0,0,0,0
ALPB - 2011,540,York Revolution,3614,1133193,"Regas, K",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,0,0,1,0,0,0.00,4,0,1,3.2,0,0,4,0,0
ALPB - 2011,540,York Revolution,3614,155853,"x Gomez, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,5,1,12,0,6,2.13,21,0,21,25.1,0,7,30,2,2
ALPB - 2011,540,York Revolution,3614,128768,"x Rice, S",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,2,0,4,0,4,2.45,15,0,9,14.2,0,4,15,1,1
ALPB - 2011,540,York Revolution,3614,128765,"x DeMark, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,4,1,4,0,3,2.61,13,0,8,10.1,0,3,17,1,0
ALPB - 2011,540,York Revolution,3614,139429,"x VanBenschoten, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,7,1,14,0,14,2.90,8,8,46,43.1,2,16,34,0,3
ALPB - 2011,540,York Revolution,3614,221760,"Edwards, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,1,0,6,0,4,3.27,3,2,12,11.0,1,4,8,0,1
ALPB - 2011,540,York Revolution,3614,45495,"Thurman, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,25,2,52,0,52,3.32,25,25,135,140.2,3,58,111,0,13
ALPB - 2011,540,York Revolution,3614,45488,"x Richardson, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,3,0,9,0,9,3.32,19,0,15,24.1,0,9,25,0,4
ALPB - 2011,540,York Revolution,3614,156227,"x Geary, G",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,6,2,5,0,9,3.57,23,0,25,22.2,2,16,21,0,3
ALPB - 2011,540,York Revolution,3614,56905,"Rodriguez, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,14,4,23,0,21,3.61,49,0,42,52.1,3,21,51,10,3
ALPB - 2011,540,York Revolution,3614,46982,"Stidfole, S",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,15,0,19,0,23,3.78,60,0,58,54.2,4,29,56,1,5
ALPB - 2011,540,York Revolution,3614,253822,"Morales, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,11,1,26,0,25,3.81,70,0,59,59.0,2,34,56,0,2
ALPB - 2011,540,York Revolution,3614,80627,"x DeSalvo, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,20,4,33,1,46,3.89,23,18,104,106.1,3,52,108,1,6
ALPB - 2011,540,York Revolution,3614,214515,"Barcelo, L",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,6,0,6,1,16,3.96,6,6,38,36.1,0,16,24,0,5
ALPB - 2011,540,York Revolution,3614,46308,"Nix, M",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,14,2,13,0,21,4.07,50,0,53,46.1,1,23,50,18,0
ALPB - 2011,540,York Revolution,3614,220122,"Schumacher, N",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,4,0,5,0,12,4.15,4,4,25,26.0,1,12,23,0,2
ALPB - 2011,540,York Revolution,3614,220869,"Gonzalez, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,5,0,4,0,11,4.30,4,4,22,23.0,1,13,25,0,2
ALPB - 2011,540,York Revolution,3614,128763,"x Cody, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,17,3,19,0,51,4.38,18,18,113,104.2,5,53,78,0,9
ALPB - 2011,540,York Revolution,3614,206830,"Garcia, D",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,10,1,12,0,16,4.69,13,4,37,30.2,3,16,34,0,2
ALPB - 2011,540,York Revolution,3614,190632,"x Mannix, K",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,2,0,3,0,5,5.00,4,1,11,9.0,1,9,4,0,0
ALPB - 2011,540,York Revolution,3614,263946,"Spradlin, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,8,0,27,0,27,5.09,31,2,54,47.2,2,33,44,0,0
ALPB - 2011,540,York Revolution,3614,546173,"Garceau, S",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,20,7,45,1,72,5.44,32,21,132,119.0,9,75,102,0,4
ALPB - 2011,540,York Revolution,3614,46979,"x Sanchez, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,8,2,15,0,21,6.67,6,6,46,28.1,2,22,19,0,3
ALPB - 2011,540,York Revolution,3614,82767,"x Lewis, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,1,0,2,0,5,6.75,7,0,11,6.2,0,6,3,0,2
ALPB - 2011,540,York Revolution,3614,171047,"x Cline, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,3,0,8,0,11,7.61,6,2,18,13.0,2,12,7,0,0
ALPB - 2011,540,York Revolution,3614,69221,"x Polanco, C",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,1,1,2,0,3,8.10,3,0,7,3.1,0,6,2,0,0
ALPB - 2011,540,York Revolution,3614,153211,"x Tabor, L",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,3,0,5,0,12,11.17,7,1,19,9.2,1,12,5,0,1
ALPB - 2011,540,York Revolution,3614,148449,"x Pacella, J",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,1,0,4,0,5,12.27,5,0,7,3.2,1,5,1,0,0
ALPB - 2011,540,York Revolution,3614,45510,"x Majewski, V",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,0,0,1,0,1,13.50,1,0,1,0.2,0,1,0,0,0
ALPB - 2011,540,York Revolution,3614,128764,"x Cruz, R",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,1,0,4,0,12,23.14,4,2,13,4.2,2,14,2,0,0
ALPB - 2011,540,York Revolution,3614,159674,"x Zaleski, K",https://baseball.pointstreak.com/team_stats.html?teamid=3614&seasonid=540&view=pitching,2,0,0,0,2,27.00,1,0,3,0.2,0,2,0,0,0
ALPB - 2011,540,Bridgeport Bluefish,3611,192016,"x Silva, R",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,0,0,1,0,0,0.00,1,0,1,2.0,0,0,2,0,0
ALPB - 2011,540,Bridgeport Bluefish,3611,150823,"x Kensing, L",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,2,0,4,0,2,1.58,9,0,7,11.1,0,4,16,0,0
ALPB - 2011,540,Bridgeport Bluefish,3611,128874,"x Furnish, B",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,4,2,14,0,11,2.70,15,3,29,36.2,1,12,32,0,2
ALPB - 2011,540,Bridgeport Bluefish,3611,128873,"x Cunnane, W",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,5,1,19,0,12,2.81,28,0,33,38.1,2,17,21,0,4
ALPB - 2011,540,Bridgeport Bluefish,3611,135577,"Rincon, J",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,5,0,19,0,15,2.97,42,0,43,45.1,1,19,51,23,2
ALPB - 2011,540,Bridgeport Bluefish,3611,168156,"Starling, W",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,17,0,27,0,24,3.20,12,10,68,67.1,2,26,48,1,4
ALPB - 2011,540,Bridgeport Bluefish,3611,69225,"x Saladin, M",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,2,0,6,0,4,3.27,10,0,11,11.0,0,5,6,8,0
ALPB - 2011,540,Bridgeport Bluefish,3611,159442,"Diaz, R",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,14,1,26,1,38,4.12,13,13,79,83.0,1,38,55,0,10
ALPB - 2011,540,Bridgeport Bluefish,3611,45525,"Rivera, C",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,10,3,20,0,31,4.12,49,0,78,67.2,0,37,42,1,4
ALPB - 2011,540,Bridgeport Bluefish,3611,171041,"Zaleski, K",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,5,0,9,0,12,4.15,22,0,22,26.0,0,12,17,0,2
ALPB - 2011,540,Bridgeport Bluefish,3611,45524,"Pike, M",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,26,6,44,3,72,4.32,25,25,180,150.0,8,79,77,0,8
ALPB - 2011,540,Bridgeport Bluefish,3611,159461,"Manon, J",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,9,1,18,0,20,4.50,23,4,36,40.0,5,20,42,0,0
ALPB - 2011,540,Bridgeport Bluefish,3611,45522,"Oseguera, P",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,23,4,47,1,57,4.52,20,20,116,113.1,5,66,102,0,11
ALPB - 2011,540,Bridgeport Bluefish,3611,45519,"Alfonseca, A",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,5,2,14,0,25,4.56,50,0,55,49.1,6,26,27,2,3
ALPB - 2011,540,Bridgeport Bluefish,3611,64517,"x Gonzalez, L",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,2,0,4,0,6,4.90,2,2,12,11.0,2,6,9,0,0
ALPB - 2011,540,Bridgeport Bluefish,3611,135576,"x Padilla, J",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,4,0,7,0,18,5.65,8,4,41,28.2,3,19,22,0,2
ALPB - 2011,540,Bridgeport Bluefish,3611,45526,"x Ryan, P",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,23,1,63,0,69,6.06,19,19,122,102.1,5,75,94,0,6
ALPB - 2011,540,Bridgeport Bluefish,3611,128334,"x Rodriguez, J",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,11,2,14,0,33,6.45,13,8,52,46.0,3,40,26,0,3
ALPB - 2011,540,Bridgeport Bluefish,3611,160299,"Yan, E",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,19,1,12,0,39,6.88,11,9,82,51.0,3,43,34,0,2
ALPB - 2011,540,Bridgeport Bluefish,3611,46316,"Smith, M",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,23,5,44,0,58,7.05,36,6,103,74.0,8,64,48,0,3
ALPB - 2011,540,Bridgeport Bluefish,3611,128335,"x Mejia, M",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,9,1,19,0,28,7.87,13,4,47,32.0,3,28,17,0,1
ALPB - 2011,540,Bridgeport Bluefish,3611,220596,"Carrasco, H",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,1,0,5,0,5,8.43,5,0,5,5.1,1,5,5,0,1
ALPB - 2011,540,Bridgeport Bluefish,3611,154602,"x Ramos, L",https://baseball.pointstreak.com/team_stats.html?teamid=3611&seasonid=540&view=pitching,1,0,7,0,9,24.30,4,0,5,3.1,0,9,2,0,0
ALPB - 2011,540,Camden Riversharks,3610,224657,"Rollins, C",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,0,0,0,0,0,0.00,1,0,0,1.0,0,0,0,0,0
ALPB - 2011,540,Camden Riversharks,3610,224658,"Gearhart, K",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,0,0,0,0,0,0.00,1,0,0,1.0,0,0,1,0,0
ALPB - 2011,540,Camden Riversharks,3610,487321,"McGuire, M",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,0,0,0,0,0,0.00,2,0,1,4.0,0,0,5,0,1
ALPB - 2011,540,Camden Riversharks,3610,223513,"Cline, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,0,0,5,0,2,1.35,3,1,9,13.1,0,2,5,0,1
ALPB - 2011,540,Camden Riversharks,3610,128483,"Marshall, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,5,0,20,0,10,1.73,59,0,36,52.0,1,12,25,9,1
ALPB - 2011,540,Camden Riversharks,3610,218650,"Hernandez, S",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,2,0,6,0,2,1.80,5,1,5,10.0,0,2,13,0,1
ALPB - 2011,540,Camden Riversharks,3610,598350,"Hernandez, F",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,1,0,4,0,3,2.07,13,0,8,13.0,0,3,9,1,1
ALPB - 2011,540,Camden Riversharks,3610,128469,"Bale, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,12,1,17,0,16,2.34,52,1,57,61.1,2,18,50,4,1
ALPB - 2011,540,Camden Riversharks,3610,211706,"De la Rosa, W",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,9,1,17,0,10,2.41,7,7,29,37.1,2,18,28,0,3
ALPB - 2011,540,Camden Riversharks,3610,128487,"Rivera, M",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,11,0,32,0,18,3.11,39,0,46,52.0,2,22,46,1,2
ALPB - 2011,540,Camden Riversharks,3610,128482,"Koplove, M",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,12,1,19,0,17,3.18,47,0,48,48.0,2,18,46,0,3
ALPB - 2011,540,Camden Riversharks,3610,128816,"x Stokes, B",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,6,2,13,0,14,3.46,31,1,31,36.1,3,15,23,11,2
ALPB - 2011,540,Camden Riversharks,3610,128473,"Vasquez, C",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,21,3,56,1,51,3.46,30,19,150,132.1,6,63,86,0,10
ALPB - 2011,540,Camden Riversharks,3610,215073,"Jarrett, S",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,5,0,6,0,12,4.15,11,3,25,26.0,2,13,9,0,1
ALPB - 2011,540,Camden Riversharks,3610,211705,"Sanchez, H",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,5,1,15,0,14,4.50,6,5,20,28.0,1,16,15,0,3
ALPB - 2011,540,Camden Riversharks,3610,128471,"Hammes, Z",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,6,2,42,0,25,4.56,39,0,47,49.1,2,31,31,0,0
ALPB - 2011,540,Camden Riversharks,3610,45780,"x McKeller, R",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,9,1,17,0,18,4.86,25,0,40,33.1,2,25,34,0,0
ALPB - 2011,540,Camden Riversharks,3610,45774,"Camacho, E",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,22,2,34,1,59,5.12,31,16,145,103.2,7,72,59,0,7
ALPB - 2011,540,Camden Riversharks,3610,128477,"Baez, F",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,17,2,33,0,49,5.58,18,15,86,79.0,5,52,44,0,6
ALPB - 2011,540,Camden Riversharks,3610,149871,"Mathes, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,25,1,17,1,56,5.62,16,16,115,89.2,7,63,38,0,5
ALPB - 2011,540,Camden Riversharks,3610,128479,"x Mason, C",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,10,0,13,0,18,5.92,5,5,32,27.1,2,19,10,0,1
ALPB - 2011,540,Camden Riversharks,3610,143758,"x Towers, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,13,5,13,2,49,6.15,13,12,100,71.2,6,51,39,0,5
ALPB - 2011,540,Camden Riversharks,3610,176556,"DAlessandro, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,0,0,9,0,9,6.56,12,0,12,12.1,0,9,9,0,1
ALPB - 2011,540,Camden Riversharks,3610,157096,"x Bazardo, Y",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,4,0,4,0,5,7.50,4,1,8,6.0,1,5,3,0,0
ALPB - 2011,540,Camden Riversharks,3610,128486,"x Rohrbaugh, R",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,7,1,7,0,27,8.67,6,6,41,28.0,3,27,17,0,1
ALPB - 2011,540,Camden Riversharks,3610,128480,"Dittler, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,7,0,23,0,29,8.69,7,7,44,30.0,5,35,14,0,1
ALPB - 2011,540,Camden Riversharks,3610,128466,"Johnson, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,15,1,18,0,36,10.92,8,8,57,29.2,6,42,15,0,0
ALPB - 2011,540,Camden Riversharks,3610,146752,"x Hunt, J",https://baseball.pointstreak.com/team_stats.html?teamid=3610&seasonid=540&view=pitching,0,0,3,0,4,27.00,2,0,1,1.1,0,4,1,0,0
ALPB - 2011,540,Long Island Ducks,3609,146733,"x Youman, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,2,1,9,0,4,0.66,13,7,39,54.1,1,4,46,0,7
ALPB - 2011,540,Long Island Ducks,3609,218646,"x Flinn, C",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,0,0,3,0,1,1.58,4,0,6,5.2,0,1,6,0,0
ALPB - 2011,540,Long Island Ducks,3609,285214,"Loree, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,23,1,28,1,27,1.98,24,19,103,122.2,5,33,131,0,14
ALPB - 2011,540,Long Island Ducks,3609,127697,"x Wassermann, E",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,10,1,12,0,18,2.57,51,0,54,63.0,1,19,66,11,4
ALPB - 2011,540,Long Island Ducks,3609,315594,"Hunton, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,0,0,1,0,1,2.70,3,0,3,3.1,0,1,4,1,1
ALPB - 2011,540,Long Island Ducks,3609,127689,"Hill, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,7,1,12,0,22,2.91,48,0,64,68.0,2,27,48,1,8
ALPB - 2011,540,Long Island Ducks,3609,127693,"Monti, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,2,0,8,0,10,3.00,20,0,32,30.0,1,15,33,0,1
ALPB - 2011,540,Long Island Ducks,3609,377583,"Buzachero, B",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,13,4,11,0,21,3.25,52,0,58,58.0,2,23,39,22,7
ALPB - 2011,540,Long Island Ducks,3609,127694,"x Parisi, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,18,1,29,2,31,3.50,13,13,86,79.2,4,45,76,0,6
ALPB - 2011,540,Long Island Ducks,3609,219751,"Banks, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,1,2,4,0,8,4.23,3,3,17,17.0,1,8,10,0,1
ALPB - 2011,540,Long Island Ducks,3609,152119,"Zimmermann, B",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,5,1,26,0,33,4.41,31,5,60,67.1,2,36,54,1,2
ALPB - 2011,540,Long Island Ducks,3609,377472,"McCoy, C",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,17,0,20,0,29,4.42,25,3,66,59.0,1,30,26,2,3
ALPB - 2011,540,Long Island Ducks,3609,223637,"Walker, T",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,3,0,0,0,1,4.50,2,0,3,2.0,0,1,1,0,0
ALPB - 2011,540,Long Island Ducks,3609,127695,"x Phillips, H",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,11,0,26,0,26,4.90,10,10,57,47.2,3,31,37,0,1
ALPB - 2011,540,Long Island Ducks,3609,155400,"x Williams, D",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,11,1,21,0,28,4.90,22,7,68,51.1,3,31,35,0,1
ALPB - 2011,540,Long Island Ducks,3609,127696,"x Sanchez, D",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,1,0,8,0,5,5.00,9,0,9,9.0,0,5,9,1,0
ALPB - 2011,540,Long Island Ducks,3609,127686,"Diapoules, M",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,21,1,33,1,48,5.08,28,13,83,85.0,4,53,60,0,7
ALPB - 2011,540,Long Island Ducks,3609,127688,"x DiNardo, L",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,1,0,3,0,10,5.09,3,3,18,17.2,1,10,17,0,2
ALPB - 2011,540,Long Island Ducks,3609,127685,"De Los Santos, V",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,10,0,19,0,25,5.23,21,5,52,43.0,4,29,33,2,3
ALPB - 2011,540,Long Island Ducks,3609,127691,"Lugo, R",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,20,1,44,0,60,6.48,20,17,111,83.1,4,64,48,0,5
ALPB - 2011,540,Long Island Ducks,3609,127687,"x Diaz, J",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,24,2,67,1,85,6.91,22,20,135,110.2,8,93,78,0,5
ALPB - 2011,540,Long Island Ducks,3609,422183,"x Gregory, S",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,3,0,5,0,9,8.37,7,0,17,9.2,0,10,6,0,0
ALPB - 2011,540,Long Island Ducks,3609,127677,"Ford, L",https://baseball.pointstreak.com/team_stats.html?teamid=3609&seasonid=540&view=pitching,0,0,0,0,2,18.00,1,0,2,1.0,0,2,0,0,0
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,284998,"Pinckney, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,0,0,0,0,0,0.00,1,0,0,1.0,0,0,0,0,0
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,125435,"Giannotti, R",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,1,0,2,0,2,0.00,1,0,2,0.0,0,3,0,0,0
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,159424,"Morlan, E",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,7,0,8,0,8,1.96,38,0,33,36.2,1,11,29,0,1
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,125427,"Warden, J",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,1,2,14,0,15,2.75,50,0,40,49.0,5,19,43,28,2
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,221759,"x Trahan, D",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,3,0,5,0,4,2.84,2,2,6,12.2,0,4,10,0,1
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,125422,"Palazzolo, S",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,8,0,25,0,21,3.06,53,0,49,61.2,5,24,57,0,9
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,125416,"x Dumesnil, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,5,2,22,0,17,3.21,35,0,28,47.2,1,17,54,0,2
ALPB - 2011,540,Southern Maryland Blue Crabs,3608,221758,"Moore, B",https://baseball.pointstreak.com/team_stats.html?teamid=3608&seasonid=540&view=pitching,1,0,7,0,6,3.37,3,3,10,16.0,0,7,19,0,1
